 # Energia   DOS_Total   Transmitancia
   -3.6922500000E+00    4.1011562013E-04    0.0000000000E+00
   -3.6900000000E+00    4.1095295169E-04    0.0000000000E+00
   -3.6877500000E+00    4.1179309835E-04    0.0000000000E+00
   -3.6855000000E+00    4.1263607345E-04    0.0000000000E+00
   -3.6832500000E+00    4.1348189044E-04    0.0000000000E+00
   -3.6810000000E+00    4.1433056280E-04    0.0000000000E+00
   -3.6787500000E+00    4.1518210413E-04    0.0000000000E+00
   -3.6765000000E+00    4.1603652811E-04    0.0000000000E+00
   -3.6742500000E+00    4.1689384850E-04    0.0000000000E+00
   -3.6720000000E+00    4.1775407913E-04    0.0000000000E+00
   -3.6697500000E+00    4.1861723395E-04    0.0000000000E+00
   -3.6675000000E+00    4.1948332695E-04    0.0000000000E+00
   -3.6652500000E+00    4.2035237225E-04    0.0000000000E+00
   -3.6630000000E+00    4.2122438404E-04    0.0000000000E+00
   -3.6607500000E+00    4.2209937659E-04    0.0000000000E+00
   -3.6585000000E+00    4.2297736427E-04    0.0000000000E+00
   -3.6562500000E+00    4.2385836153E-04    0.0000000000E+00
   -3.6540000000E+00    4.2474238292E-04    0.0000000000E+00
   -3.6517500000E+00    4.2562944309E-04    0.0000000000E+00
   -3.6495000000E+00    4.2651955675E-04    0.0000000000E+00
   -3.6472500000E+00    4.2741273874E-04    0.0000000000E+00
   -3.6450000000E+00    4.2830900395E-04    0.0000000000E+00
   -3.6427500000E+00    4.2920836741E-04    0.0000000000E+00
   -3.6405000000E+00    4.3011084422E-04    0.0000000000E+00
   -3.6382500000E+00    4.3101644956E-04    0.0000000000E+00
   -3.6360000000E+00    4.3192519874E-04    0.0000000000E+00
   -3.6337500000E+00    4.3283710715E-04    0.0000000000E+00
   -3.6315000000E+00    4.3375219027E-04    0.0000000000E+00
   -3.6292500000E+00    4.3467046368E-04    0.0000000000E+00
   -3.6270000000E+00    4.3559194308E-04    0.0000000000E+00
   -3.6247500000E+00    4.3651664425E-04    0.0000000000E+00
   -3.6225000000E+00    4.3744458307E-04    0.0000000000E+00
   -3.6202500000E+00    4.3837577553E-04    0.0000000000E+00
